iteration,err,validation_err
291,0.000351778,0
292,0.000327047,0
293,0.000303475,0
294,0.000281148,0
295,0.00026014,0
296,0.000240506,0
297,0.000222283,0
298,0.00020549,0
299,0.000190125,0
300,0.000176169,0
301,0.000163585,0
302,0.00015232,0
303,0.000142309,0
304,0.000133474,0
305,0.000125733,0
306,0.000118994,0
307,0.000113167,0
308,0.00010816,0
309,0.000103883,0
310,0.000100251,0
311,9.71832e-05,0
312,9.4605e-05,0
313,9.24486e-05,0
314,9.06533e-05,0
315,8.91646e-05,0
316,8.79351e-05,0
317,8.69232e-05,0
318,8.60931e-05,0
319,8.54142e-05,0
320,8.48604e-05,0
321,8.441e-05,0
322,8.40443e-05,0
323,8.37482e-05,0
324,8.35087e-05,0
325,8.33154e-05,0
326,8.31597e-05,0
327,8.30344e-05,0
328,8.29337e-05,0
329,8.28528e-05,0
330,8.2788e-05,0
331,8.2736e-05,0
332,8.26944e-05,0
333,8.26611e-05,0
334,8.26345e-05,0
335,8.26132e-05,0
336,8.25963e-05,0
337,8.25827e-05,0
338,8.25719e-05,0
339,8.25633e-05,0
340,8.25564e-05,0
341,8.25509e-05,0
342,8.25465e-05,0
343,8.2543e-05,0
344,8.25403e-05,0
345,8.25381e-05,0
346,8.25363e-05,0
347,8.25349e-05,0
348,8.25338e-05,0
349,8.25329e-05,0
350,8.25322e-05,0
351,8.25316e-05,0
352,8.25312e-05,0
353,8.25308e-05,0
354,8.25305e-05,0
355,8.25303e-05,0
356,8.25301e-05,0
357,8.253e-05,0
358,8.25298e-05,0
359,8.25297e-05,0
360,8.25297e-05,0
361,8.25296e-05,0
362,8.25296e-05,0
363,8.25295e-05,0
364,8.25295e-05,0
365,8.25295e-05,0
366,8.25294e-05,0
367,8.25294e-05,0
368,8.25294e-05,0
369,8.25294e-05,0
370,8.25294e-05,0
371,8.25294e-05,0
372,8.25293e-05,0
373,8.25293e-05,0
374,8.25293e-05,0
375,8.25293e-05,0
376,8.25293e-05,0
377,8.25293e-05,0
378,8.25293e-05,0
379,8.25293e-05,0
380,8.25293e-05,0
381,8.25293e-05,0
382,8.25293e-05,0
383,8.25293e-05,0
384,8.25293e-05,0
385,8.25293e-05,0
386,8.25293e-05,0
387,8.25293e-05,0
388,8.25293e-05,0
389,8.25292e-05,0
390,8.25292e-05,0
391,8.25292e-05,0
392,8.25292e-05,0
393,8.25292e-05,0
394,8.25292e-05,0
395,8.25292e-05,0
396,8.25292e-05,0
397,8.25292e-05,0
398,8.25292e-05,0
399,8.25292e-05,0
400,8.25292e-05,0
401,8.25292e-05,0
402,8.25292e-05,0
403,8.25292e-05,0
404,8.25292e-05,0
405,8.25292e-05,0
406,8.25292e-05,0
407,8.25292e-05,0
408,8.25292e-05,0
409,8.25291e-05,0
410,8.25291e-05,0
411,8.25291e-05,0
412,8.25291e-05,0
413,8.25291e-05,0
414,8.25291e-05,0
415,8.25291e-05,0
416,8.25291e-05,0
417,8.25291e-05,0
418,8.25291e-05,0
419,8.25291e-05,0
420,8.25291e-05,0
421,8.25291e-05,0
422,8.25291e-05,0
423,8.25291e-05,0
424,8.25291e-05,0
425,8.25291e-05,0
426,8.25291e-05,0
427,8.25291e-05,0
428,8.25291e-05,0
429,8.25291e-05,0
430,8.2529e-05,0
431,8.2529e-05,0
432,8.2529e-05,0
433,8.2529e-05,0
434,8.2529e-05,0
435,8.2529e-05,0
436,8.2529e-05,0
437,8.2529e-05,0
438,8.2529e-05,0
439,8.2529e-05,0
440,8.2529e-05,0
441,8.2529e-05,0
442,8.2529e-05,0
443,8.2529e-05,0
444,8.2529e-05,0
445,8.2529e-05,0
446,8.2529e-05,0
447,8.2529e-05,0
448,8.2529e-05,0
449,8.2529e-05,0
450,8.25289e-05,0
451,8.25289e-05,0
452,8.25289e-05,0
453,8.25289e-05,0
454,8.25289e-05,0
455,8.25289e-05,0
456,8.25289e-05,0
457,8.25289e-05,0
458,8.25289e-05,0
459,8.25289e-05,0
460,8.25289e-05,0
461,8.25289e-05,0
462,8.25289e-05,0
463,8.25289e-05,0
464,8.25289e-05,0
465,8.25289e-05,0
466,8.25289e-05,0
467,8.25289e-05,0
468,8.25289e-05,0
469,8.25289e-05,0
470,8.25289e-05,0
471,8.25288e-05,0
472,8.25288e-05,0
473,8.25288e-05,0
474,8.25288e-05,0
475,8.25288e-05,0
476,8.25288e-05,0
477,8.25288e-05,0
478,8.25288e-05,0
479,8.25288e-05,0
480,8.25288e-05,0
481,8.25288e-05,0
482,8.25288e-05,0
483,8.25288e-05,0
484,8.25288e-05,0
485,8.25288e-05,0
486,8.25288e-05,0
487,8.25288e-05,0
488,8.25288e-05,0
489,8.25288e-05,0
490,8.25288e-05,0
491,8.25287e-05,0
492,8.25287e-05,0
493,8.25287e-05,0
494,8.25287e-05,0
495,8.25287e-05,0
496,8.25287e-05,0
497,8.25287e-05,0
498,8.25287e-05,0
499,8.25287e-05,0
500,8.25287e-05,0
501,8.25287e-05,0
502,8.25287e-05,0
503,8.25287e-05,0
504,8.25287e-05,0
505,8.25287e-05,0
506,8.25287e-05,0
507,8.25287e-05,0
508,8.25287e-05,0
509,8.25287e-05,0
510,8.25287e-05,0
511,8.25287e-05,0
512,8.25286e-05,0
513,8.25286e-05,0
514,8.25286e-05,0
515,8.25286e-05,0
516,8.25286e-05,0
517,8.25286e-05,0
518,8.25286e-05,0
519,8.25286e-05,0
520,8.25286e-05,0
521,8.25286e-05,0
522,8.25286e-05,0
523,8.25286e-05,0
524,8.25286e-05,0
525,8.25286e-05,0
526,8.25286e-05,0
527,8.25286e-05,0
528,8.25286e-05,0
529,8.25286e-05,0
530,8.25286e-05,0
531,8.25286e-05,0
532,8.25285e-05,0
533,8.25285e-05,0
534,8.25285e-05,0
535,8.25285e-05,0
536,8.25285e-05,0
537,8.25285e-05,0
538,8.25285e-05,0
539,8.25285e-05,0
540,8.25285e-05,0
541,8.25285e-05,0
542,8.25285e-05,0
543,8.25285e-05,0
544,8.25285e-05,0
545,8.25285e-05,0
546,8.25285e-05,0
547,8.25285e-05,0
548,8.25285e-05,0
549,8.25285e-05,0
550,8.25285e-05,0
551,8.25285e-05,0
552,8.25285e-05,0
553,8.25284e-05,0
554,8.25284e-05,0
555,8.25284e-05,0
556,8.25284e-05,0
557,8.25284e-05,0
558,8.25284e-05,0
559,8.25284e-05,0
560,8.25284e-05,0
561,8.25284e-05,0
562,8.25284e-05,0
563,8.25284e-05,0
564,8.25284e-05,0
565,8.25284e-05,0
566,8.25284e-05,0
567,8.25284e-05,0
568,8.25284e-05,0
569,8.25284e-05,0
570,8.25284e-05,0
571,8.25284e-05,0
572,8.25284e-05,0
573,8.25283e-05,0
574,8.25283e-05,0
575,8.25283e-05,0
576,8.25283e-05,0
577,8.25283e-05,0
578,8.25283e-05,0
579,8.25283e-05,0
580,8.25283e-05,0
581,8.25283e-05,0
582,8.25283e-05,0
583,8.25283e-05,0
584,8.25283e-05,0
585,8.25283e-05,0
586,8.25283e-05,0
587,8.25283e-05,0
588,8.25283e-05,0
589,8.25283e-05,0
590,8.25283e-05,0
591,8.25283e-05,0
592,8.25283e-05,0
593,8.25283e-05,0
594,8.25282e-05,0
595,8.25282e-05,0
596,8.25282e-05,0
597,8.25282e-05,0
598,8.25282e-05,0
599,8.25282e-05,0
600,8.25282e-05,0
601,8.25282e-05,0
602,8.25282e-05,0
603,8.25282e-05,0
604,8.25282e-05,0
605,8.25282e-05,0
606,8.25282e-05,0
607,8.25282e-05,0
608,8.25282e-05,0
609,8.25282e-05,0
610,8.25282e-05,0
611,8.25282e-05,0
612,8.25282e-05,0
613,8.25282e-05,0
614,8.25281e-05,0
615,8.25281e-05,0
616,8.25281e-05,0
617,8.25281e-05,0
618,8.25281e-05,0
619,8.25281e-05,0
620,8.25281e-05,0
621,8.25281e-05,0
622,8.25281e-05,0
623,8.25281e-05,0
624,8.25281e-05,0
625,8.25281e-05,0
626,8.25281e-05,0
627,8.25281e-05,0
628,8.25281e-05,0
629,8.25281e-05,0
630,8.25281e-05,0
631,8.25281e-05,0
632,8.25281e-05,0
633,8.25281e-05,0
634,8.25281e-05,0
635,8.2528e-05,0
636,8.2528e-05,0
637,8.2528e-05,0
638,8.2528e-05,0
639,8.2528e-05,0
640,8.2528e-05,0
641,8.2528e-05,0
642,8.2528e-05,0
643,8.2528e-05,0
644,8.2528e-05,0
645,8.2528e-05,0
646,8.2528e-05,0
647,8.2528e-05,0
648,8.2528e-05,0
649,8.2528e-05,0
650,8.2528e-05,0
651,8.2528e-05,0
652,8.2528e-05,0
653,8.2528e-05,0
654,8.2528e-05,0
655,8.25279e-05,0
656,8.25279e-05,0
657,8.25279e-05,0
658,8.25279e-05,0
659,8.25279e-05,0
660,8.25279e-05,0
661,8.25279e-05,0
662,8.25279e-05,0
663,8.25279e-05,0
664,8.25279e-05,0
665,8.25279e-05,0
666,8.25279e-05,0
667,8.25279e-05,0
668,8.25279e-05,0
669,8.25279e-05,0
670,8.25279e-05,0
671,8.25279e-05,0
672,8.25279e-05,0
673,8.25279e-05,0
674,8.25279e-05,0
675,8.25279e-05,0
676,8.25278e-05,0
677,8.25278e-05,0
678,8.25278e-05,0
679,8.25278e-05,0
680,8.25278e-05,0
681,8.25278e-05,0
682,8.25278e-05,0
683,8.25278e-05,0
684,8.25278e-05,0
685,8.25278e-05,0
686,8.25278e-05,0
687,8.25278e-05,0
688,8.25278e-05,0
689,8.25278e-05,0
690,8.25278e-05,0
691,8.25278e-05,0
692,8.25278e-05,0
693,8.25278e-05,0
694,8.25278e-05,0
695,8.25278e-05,0
696,8.25277e-05,0
697,8.25277e-05,0
698,8.25277e-05,0
699,8.25277e-05,0
700,8.25277e-05,0
701,8.25277e-05,0
702,8.25277e-05,0
703,8.25277e-05,0
704,8.25277e-05,0
705,8.25277e-05,0
706,8.25277e-05,0
707,8.25277e-05,0
708,8.25277e-05,0
709,8.25277e-05,0
710,8.25277e-05,0
711,8.25277e-05,0
712,8.25277e-05,0
713,8.25277e-05,0
714,8.25277e-05,0
715,8.25277e-05,0
716,8.25277e-05,0
717,8.25276e-05,0
718,8.25276e-05,0
719,8.25276e-05,0
720,8.25276e-05,0
721,8.25276e-05,0
722,8.25276e-05,0
723,8.25276e-05,0
724,8.25276e-05,0
725,8.25276e-05,0
726,8.25276e-05,0
727,8.25276e-05,0
728,8.25276e-05,0
729,8.25276e-05,0
730,8.25276e-05,0
731,8.25276e-05,0
732,8.25276e-05,0
733,8.25276e-05,0
734,8.25276e-05,0
735,8.25276e-05,0
736,8.25276e-05,0
737,8.25275e-05,0
738,8.25275e-05,0
739,8.25275e-05,0
740,8.25275e-05,0
741,8.25275e-05,0
742,8.25275e-05,0
743,8.25275e-05,0
744,8.25275e-05,0
745,8.25275e-05,0
746,8.25275e-05,0
747,8.25275e-05,0
748,8.25275e-05,0
749,8.25275e-05,0
750,8.25275e-05,0
751,8.25275e-05,0
752,8.25275e-05,0
753,8.25275e-05,0
754,8.25275e-05,0
755,8.25275e-05,0
756,8.25275e-05,0
757,8.25275e-05,0
758,8.25274e-05,0
759,8.25274e-05,0
760,8.25274e-05,0
761,8.25274e-05,0
762,8.25274e-05,0
763,8.25274e-05,0
764,8.25274e-05,0
765,8.25274e-05,0
766,8.25274e-05,0
767,8.25274e-05,0
768,8.25274e-05,0
769,8.25274e-05,0
770,8.25274e-05,0
771,8.25274e-05,0
772,8.25274e-05,0
773,8.25274e-05,0
774,8.25274e-05,0
775,8.25274e-05,0
776,8.25274e-05,0
777,8.25274e-05,0
778,8.25273e-05,0
779,8.25273e-05,0
780,8.25273e-05,0
781,8.25273e-05,0
782,8.25273e-05,0
783,8.25273e-05,0
784,8.25273e-05,0
785,8.25273e-05,0
786,8.25273e-05,0
787,8.25273e-05,0
788,8.25273e-05,0
789,8.25273e-05,0
790,8.25273e-05,0
791,8.25273e-05,0
792,8.25273e-05,0
793,8.25273e-05,0
794,8.25273e-05,0
795,8.25273e-05,0
796,8.25273e-05,0
797,8.25273e-05,0
798,8.25273e-05,0
799,8.25272e-05,0
800,8.25272e-05,0
801,8.25272e-05,0
802,8.25272e-05,0
803,8.25272e-05,0
804,8.25272e-05,0
805,8.25272e-05,0
806,8.25272e-05,0
807,8.25272e-05,0
808,8.25272e-05,0
809,8.25272e-05,0
810,8.25272e-05,0
811,8.25272e-05,0
812,8.25272e-05,0
813,8.25272e-05,0
814,8.25272e-05,0
815,8.25272e-05,0
816,8.25272e-05,0
817,8.25272e-05,0
818,8.25272e-05,0
819,8.25271e-05,0
820,8.25271e-05,0
821,8.25271e-05,0
822,8.25271e-05,0
823,8.25271e-05,0
824,8.25271e-05,0
825,8.25271e-05,0
826,8.25271e-05,0
827,8.25271e-05,0
828,8.25271e-05,0
829,8.25271e-05,0
830,8.25271e-05,0
831,8.25271e-05,0
832,8.25271e-05,0
833,8.25271e-05,0
834,8.25271e-05,0
835,8.25271e-05,0
836,8.25271e-05,0
837,8.25271e-05,0
838,8.25271e-05,0
839,8.25271e-05,0
840,8.2527e-05,0
841,8.2527e-05,0
842,8.2527e-05,0
843,8.2527e-05,0
844,8.2527e-05,0
845,8.2527e-05,0
846,8.2527e-05,0
847,8.2527e-05,0
848,8.2527e-05,0
849,8.2527e-05,0
850,8.2527e-05,0
851,8.2527e-05,0
852,8.2527e-05,0
853,8.2527e-05,0
854,8.2527e-05,0
855,8.2527e-05,0
856,8.2527e-05,0
857,8.2527e-05,0
858,8.2527e-05,0
859,8.2527e-05,0
860,8.25269e-05,0
861,8.25269e-05,0
862,8.25269e-05,0
863,8.25269e-05,0
864,8.25269e-05,0
865,8.25269e-05,0
866,8.25269e-05,0
867,8.25269e-05,0
868,8.25269e-05,0
869,8.25269e-05,0
870,8.25269e-05,0
871,8.25269e-05,0
872,8.25269e-05,0
873,8.25269e-05,0
874,8.25269e-05,0
875,8.25269e-05,0
876,8.25269e-05,0
877,8.25269e-05,0
878,8.25269e-05,0
879,8.25269e-05,0
880,8.25269e-05,0
881,8.25268e-05,0
882,8.25268e-05,0
883,8.25268e-05,0
884,8.25268e-05,0
885,8.25268e-05,0
886,8.25268e-05,0
887,8.25268e-05,0
888,8.25268e-05,0
889,8.25268e-05,0
890,8.25268e-05,0
891,8.25268e-05,0
892,8.25268e-05,0
893,8.25268e-05,0
894,8.25268e-05,0
895,8.25268e-05,0
896,8.25268e-05,0
897,8.25268e-05,0
898,8.25268e-05,0
899,8.25268e-05,0
900,8.25268e-05,0
901,8.25267e-05,0
902,8.25267e-05,0
903,8.25267e-05,0
904,8.25267e-05,0
905,8.25267e-05,0
906,8.25267e-05,0
907,8.25267e-05,0
908,8.25267e-05,0
909,8.25267e-05,0
910,8.25267e-05,0
911,8.25267e-05,0
912,8.25267e-05,0
913,8.25267e-05,0
914,8.25267e-05,0
915,8.25267e-05,0
916,8.25267e-05,0
917,8.25267e-05,0
918,8.25267e-05,0
919,8.25267e-05,0
920,8.25267e-05,0
921,8.25267e-05,0
922,8.25266e-05,0
923,8.25266e-05,0
924,8.25266e-05,0
925,8.25266e-05,0
926,8.25266e-05,0
927,8.25266e-05,0
928,8.25266e-05,0
929,8.25266e-05,0
930,8.25266e-05,0
931,8.25266e-05,0
932,8.25266e-05,0
933,8.25266e-05,0
934,8.25266e-05,0
935,8.25266e-05,0
936,8.25266e-05,0
937,8.25266e-05,0
938,8.25266e-05,0
939,8.25266e-05,0
940,8.25266e-05,0
941,8.25266e-05,0
942,8.25265e-05,0
943,8.25265e-05,0
944,8.25265e-05,0
945,8.25265e-05,0
946,8.25265e-05,0
947,8.25265e-05,0
948,8.25265e-05,0
949,8.25265e-05,0
950,8.25265e-05,0
951,8.25265e-05,0
952,8.25265e-05,0
953,8.25265e-05,0
954,8.25265e-05,0
955,8.25265e-05,0
956,8.25265e-05,0
957,8.25265e-05,0
958,8.25265e-05,0
959,8.25265e-05,0
960,8.25265e-05,0
961,8.25265e-05,0
962,8.25265e-05,0
963,8.25264e-05,0
964,8.25264e-05,0
965,8.25264e-05,0
966,8.25264e-05,0
967,8.25264e-05,0
968,8.25264e-05,0
969,8.25264e-05,0
970,8.25264e-05,0
971,8.25264e-05,0
972,8.25264e-05,0
973,8.25264e-05,0
974,8.25264e-05,0
975,8.25264e-05,0
976,8.25264e-05,0
977,8.25264e-05,0
978,8.25264e-05,0
979,8.25264e-05,0
980,8.25264e-05,0
981,8.25264e-05,0
982,8.25264e-05,0
983,8.25263e-05,0
984,8.25263e-05,0
985,8.25263e-05,0
986,8.25263e-05,0
987,8.25263e-05,0
988,8.25263e-05,0
989,8.25263e-05,0
990,8.25263e-05,0
991,8.25263e-05,0
992,8.25263e-05,0
993,8.25263e-05,0
994,8.25263e-05,0
995,8.25263e-05,0
996,8.25263e-05,0
997,8.25263e-05,0
998,8.25263e-05,0
999,8.25263e-05,0
